title,project,topic
"RyuJIT: Optimize testâ€™ instruction in case of GT_RELOP(op1=oper that sets flags, op2 = const zero)",coreclr,TOPIC2
"Offer a ToString(Byte* buffer) overload for all types.",coreclr,TOPIC2
"RyuJIT x86: Restructure RBM_NON_BYTE_REGS exclusion code to be specific for each node type that needs it",coreclr,TOPIC2
"ILDASM stores font settings in Windows directory",coreclr,TOPIC2
"LSRA: Avoiding reg spill to memory when reg-value is consistent with memory",coreclr,TOPIC2
"Reduce memory consumption of the JIT by eliminating padding etc",coreclr,TOPIC2
"Reduce the JIT's work for the "fast compile" path by simplifying IR",coreclr,TOPIC2
"Automatically flag when key JIT data structures get bigger",coreclr,TOPIC2
"Reuse internal format of inlined methods",coreclr,TOPIC2
"Speed up the far back end of the JIT",coreclr,TOPIC2
"Reduce time spent in calls through ICorJitInfo",coreclr,TOPIC2
"Trim the MinOpts path for faster compilation",coreclr,TOPIC2
"RyuJit: avoid conditional jumps using cmov and similar instructions",coreclr,TOPIC2
"RyuJit: unnecessarily testing the same condition twice",coreclr,TOPIC2
"RyuJIT Xarch: GT_STORE_LCL_VAR(0) leads to a redundant xor if LclVar and constant 0 gets assigned different regs",coreclr,TOPIC2
"RyuJIT: Eliminate unnecessary copies after struct fields are p-indep promoted in Frame:CreateResponseHeader(ref,bool):this",coreclr,TOPIC2
"RyuJIT SIMD: front-end optimizations for SIMD types",coreclr,TOPIC2
"RyuJIT SIMD: Review SIMD API usage in Asp.Net Kestrel server",coreclr,TOPIC2
"RyuJIT SIMD: Kestral server method Seek() has a case of not in-lining the method FindFirstEqualByte()",coreclr,TOPIC2
"Xarch RyuJIT: Generate call to entry point instead of to prestub in case of direct self-recursive calls",coreclr,TOPIC2
"RyuJIT SIMD: optimize SIMD codegen since SSE/AVX allow the second operand to be a memory-op",coreclr,TOPIC2
"RyuJIT SIMD GetItem Intrinsic optimization",coreclr,TOPIC2
"RyuJIT x86: allow long-typed struct fields to be recursively promoted",coreclr,TOPIC2
"Arm64 RyuJIT: Lower/Codegen can take advantage of ability to reserve an internal register different from target without requiring to reserve two registers",coreclr,TOPIC2
"JIT LSRA Throughput: Short-circuit register selection",coreclr,TOPIC2
"Evaluate JIT_MemCpy with wider copies using AVX2 on hardware that support it",coreclr,TOPIC2
"Evaluate JIT_MemCpy without overlap check",coreclr,TOPIC2
"Can you please make the versioning story consistent before it's too late?",coreclr,TOPIC2
"LSRA throughput: Build RefPositions incrementally",coreclr,TOPIC2
"LSRA throughput: Eliminate gtLsraInfo",coreclr,TOPIC2
"Add cheap/fast path for MethodBase.Invoke for use in expression interpreter",coreclr,TOPIC2
"Extend usage of optimized JIT helpers for memcpy/memove.",coreclr,TOPIC2
"RyuJIT: missed opportunity for LICM",coreclr,TOPIC2
"Replace ad-hoc hash table being used for NODEBASH_STATS with a standard one",coreclr,TOPIC2
"RyuJIT x86: Implement contained mem-op/reg-optional GT_LSH_HI and GT_RSH_LO",coreclr,TOPIC2
"RyuJIT x86: Optimize rotation of a long value by variable amount",coreclr,TOPIC2
"Add GetParentDefinition Reflection APIs to allow walking the override chain of members",coreclr,TOPIC2
"Use a custom calling convention if necessary for math intrinsics that were previously x87 instructions.",coreclr,TOPIC2
"Unify cost computation for GT_LIST nodes",coreclr,TOPIC2
"Compact String implementation",coreclr,TOPIC2
"RyuJIT: Use unchecked writebarrier for inlined ref arguments",coreclr,TOPIC2
"Perf Test Coverage: Port Xamarin benchmarks to xunit",coreclr,TOPIC2
"[ARM] JIT Compile time is too slower than mono(4.4.2)",coreclr,TOPIC2
"decimal.Equals, Guid.Equals could be improved",coreclr,TOPIC2
"[ARM/Linux] Make indirect calls to direct calls if possible",coreclr,TOPIC2
"JIT: heuristics in fgOptWhileLoop may be overly conservative",coreclr,TOPIC2
"Proposal: Allow delegates to implement single-interface methods.",coreclr,TOPIC2
"Use the Boyer-Moore search algorithm for String.IndexOf of large strings",coreclr,TOPIC2
"JIT: Hoist invariant interface method lookups out of loops",coreclr,TOPIC2
"JIT: Loop hoisting inhibited by phase-ordering issue",coreclr,TOPIC2
"JIT: Value-numbering is over-conservative for image_rel32 statics",coreclr,TOPIC2
"RyuJIT x86: improve localloc codegen in some cases",coreclr,TOPIC2
"Address the LIR TODOs",coreclr,TOPIC2
"Promote (scalar replace) structs with more than 4 fields",coreclr,TOPIC2
"JIT: Support consuming profile guided optimization data for optimization",coreclr,TOPIC2
"JIT: should be able to remove redundant bounds-checks even if array contents change",coreclr,TOPIC2
"JIT: remove redundant load-after-store bounds-checks",coreclr,TOPIC2
"JIT: Eliminate VNConst store-to-load redundancies",coreclr,TOPIC2
"Inline literal delegates passed to functions",coreclr,TOPIC2
"Attribute to track all lvlals",coreclr,TOPIC2
"Pattern-based optimizations",coreclr,TOPIC2
"Combine SCCP and range analysis",coreclr,TOPIC2
"Scalar replacement of aggregates",coreclr,TOPIC2
"Devirtualise Enum.ToString() / prevent boxing",coreclr,TOPIC2
"JIT: Generating rep movsb for cpblk with non-constant arguments",coreclr,TOPIC2
"RyuJIT: Eliminating CORINFO_HELP_ARRADDR_ST calls for arrays of sealed types",coreclr,TOPIC2
"[Feature request] Higher Kinded Polymorphism",coreclr,TOPIC2
"[RyuJIT] Further cleanup and hardening of assertion prop",coreclr,TOPIC2
"Use -fno-strict-aliasing",coreclr,TOPIC2
"RyuJIT generates unnecessary movs for really large constants across if statements",coreclr,TOPIC2
"[SOS][Linux] Managed breakpoints are lost after application restart",coreclr,TOPIC2
"[LSRA][RyuJIT] Add support to allow either of op1 or op2 to be considered as reg optional rather than Lower fixing one of the operands as reg optional",coreclr,TOPIC2
"emitinsBinary() in emitxarch.cpp: has some functionality that belongs to codegen",coreclr,TOPIC2
"[ARM32/ARM64] Introducing swap operation without temporary register",coreclr,TOPIC2
"Unix: Unnecessary copies for promoted struct arguments",coreclr,TOPIC2
"Unix: Unnecessary copies for struct argument with GT_ADDR(GT_SIMD)",coreclr,TOPIC2
"Unix: Unnecessary struct copy while passsing struct of size <=16",coreclr,TOPIC2
"Consider using stackalloc for string.Split",coreclr,TOPIC2
"[RyuJIT][LSRA] Add support for rematerialization",coreclr,TOPIC2
"[LSRA][RyuJIT] Address the implementation limitation of honoring a reg optional operand even if marked copyreg or movereg",coreclr,TOPIC2
"JitInterface: distinguish among various classes of noinline",coreclr,TOPIC2
"RyuJIT: Allow developers to provide Branch Prediction Information",coreclr,TOPIC2
"Remove `GTF_DEBUG_NODE_MORPHED`.",coreclr,TOPIC2
"Add an overload: CancellationTokenSource.CreateLinkedTokenSource(CancellationToken)",coreclr,TOPIC2
"Improved register promotion in the presence of exception handling",coreclr,TOPIC2
"Force RyuJIT to optimize the code even if heuristics says it is too big.",coreclr,TOPIC2
"Displace build dependency on perl, python etc. by shell or javascript",coreclr,TOPIC2
"Disallow build warnings",coreclr,TOPIC2
"Profiling API Documentation: ELT APIs (SetEnterLeaveFunctionHooks*, etc.) do not work on MacOSX",coreclr,TOPIC2
"Inliner: look at block weight allocation in inlinees",coreclr,TOPIC2
"PROPOSAL: AppDomain.MonitoringAllocatedMemorySizeSinceCollection",coreclr,TOPIC2
"Floating point benchmark performance difference Linux vs. Windows",coreclr,TOPIC2
"Serialize benchmarks are slower on Linux than on Windows",coreclr,TOPIC2
"Examine uses of FP Zero for correctness",coreclr,TOPIC2
"RuyJIT: structs in parameters and enregistering",coreclr,TOPIC2
"fgMakeOutgoingStructArgCopy incorrectly calls incRefCnts",coreclr,TOPIC2
"impAppendStmt sets spillGlobEffects conservatively and inconstently for block ops",coreclr,TOPIC2
"Improve and unify the handling of addressing modes in RyuJIT",coreclr,TOPIC2
"C# compiler and reflection API inconsistency",coreclr,TOPIC2
"RyuJIT: Intrinsify GetType().TypeHandle.Value and typeof(T).TypeHandle.Value",coreclr,TOPIC2
"CodeGen for WebAssembly",coreclr,TOPIC2
"Add support for memory alignment",coreclr,TOPIC2
"Clean up genClearStackVec3ArgUpperBits",coreclr,TOPIC2
"[RyuJIT] Provide access to the CPU prefetch instruction",coreclr,TOPIC2
"Support value numbering of SIMD types in RyuJIT optimizer",coreclr,TOPIC2
"ReadyToRun: Explicit tailcalls not supported",coreclr,TOPIC2
"support simple pattern matching, start with %2 to &1",coreclr,TOPIC2
"Move the JIT interface to explicitly sized types.",coreclr,TOPIC2
"Dead cloned loops are not removed",coreclr,TOPIC2
"ARM64: StackWalk support for FastTailCall",coreclr,TOPIC2
"Pi-Digits: Extra Struct copies of BigInteger",coreclr,TOPIC2
"Implement/port clru -gcinfo option on xplat SOS",coreclr,TOPIC2
"Unable to hijack thread in empty while (true) loop",coreclr,TOPIC2
"GCInfo: Save bits in Code Offset encoding",coreclr,TOPIC2
"Inliner: methodology for code quality measurements",coreclr,TOPIC2
"ARM64: Funclet calling convention",coreclr,TOPIC2
"Inconsistencies in native callstack (k) and mixed-mode callstack (!sos.clrstack -f) formating",coreclr,TOPIC2
"Consider providing SIMD JIT intrinsics for Matrix and Quaternion operations",coreclr,TOPIC2
"Introduce a tiered JIT",coreclr,TOPIC2
"[RyuJIT][Linux][Inliner] In-lining heuristic needs to be tuned for Linux ABI",coreclr,TOPIC2
"Update IsLocalVarAddrExpr() to recognize address expressions (lea)",coreclr,TOPIC2
"Investigate EH interactions across the JIT/EE interface.",coreclr,TOPIC2
"Stop linking the utilcode library into the JIT.",coreclr,TOPIC2
"Stop including EE header files in the JIT and the GC info encoder.",coreclr,TOPIC2
"Remove the JIT and the GC info encoders' dependencies on EE data structures and algorithms.",coreclr,TOPIC2
"Prepare the JIT for a standalone build",coreclr,TOPIC2
"RyuJIT: JIT, readonly static fields and dynamic dispatch",coreclr,TOPIC2
"RyuJIT: factor parts of morph required for correctness",coreclr,TOPIC2
"Multidimensional array performance",coreclr,TOPIC2
"[RyuJIT][CQ] Loop trip count test is not efficient",coreclr,TOPIC2
"Add Profiling-API callback for AssemblyBindFailure's",coreclr,TOPIC2
"investigate inline code size outliers",coreclr,TOPIC2
"Improve tracking GC info in call sites",coreclr,TOPIC2
"Optimizing "constant_string".Length",coreclr,TOPIC2
"`CORINFO_EH_CLAUSE.TryLength` is not always try length",coreclr,TOPIC2
"RyuJIT: Poor code quality for tight generic loop with many inlineable calls (factor x8 slower than non-generic few calls loop)",coreclr,TOPIC2
".unaligned prefix ignored on initblk and cpblk",coreclr,TOPIC2
"[RyuJIT] Div then Mod (or viceversa) executes idiv twice instead of using the value in the register",coreclr,TOPIC2
"JIT's allocator performance seems to be low",coreclr,TOPIC2
"RyuJIT reassociates expressions in a way that sometimes prevents LICM",coreclr,TOPIC2
"Avoid marking tmp as DoNotEnregister in tmp=GT_CALL() where call returns a enregisterable struct in two return registers",coreclr,TOPIC2
"PDB support for ilasm",coreclr,TOPIC2
"Consider passing and returning Vector<T> in registers",coreclr,TOPIC2
"Unix/OSX: Add codegen support for Enter/Leave/TailCall callbacks",coreclr,TOPIC2
"Unix: Unecessary struct copy while passing by value on stack",coreclr,TOPIC2
"Optimizer hints - Unsafe.Assume",coreclr,TOPIC2
"Tail call loop optimization of generic methods with generic context either implied by thisptr or through a hidden arg",coreclr,TOPIC2
"Add support to unwind HelperMethodFrames in dump debugging scenarios using a managed debugger such as VS",coreclr,TOPIC2
"RyuJIT's loop cloning optimization has questionable CQ",coreclr,TOPIC2
"Throw more informative exception when hosted CLR canâ€™t find assemblies",coreclr,TOPIC2
"Use base index scale to access address in unsafe",coreclr,TOPIC2
"RyuJIT: [betternes] Make JIT time constants from calls to Type methods and props",coreclr,TOPIC2
"Full tailcall support on Unix",coreclr,TOPIC2
"Unix: For calls that return structs, codegen should take advantage of the fact that the address is returned in RAX.",coreclr,TOPIC2
"Coreclr x64 Jit doesn't optimize first static readonly access",coreclr,TOPIC2
"Move to cmake based incremental build from python",coreclr,TOPIC2
"ILDASM slow with a large number of fields. ",coreclr,TOPIC2
"Optimize generated code for Fixed statement ",coreclr,TOPIC2
"Add platform native long support to runtime",coreclr,TOPIC2
"Proposal: Optimize LINQ to Objects code",coreclr,TOPIC2
"Unmanaged generic type constraint + generic pointers",coreclr,TOPIC2
"Add a factory method for KeyValuePair utilizing type inference",coreclr,TOPIC2
"IsTextUnicode for x-Platform",coreclr,TOPIC2
"Fix the filename size issue in ilasm",coreclr,TOPIC2
"Generate asmparse.c using a standard bison/yacc",coreclr,TOPIC2
"Make System.SizedReference public.",coreclr,TOPIC2
"Protect `Dictionary<,>` against hash collision flood attacks",coreclr,TOPIC2
"Generalize runtest exclusion mechanism",coreclr,TOPIC2
"TimeZoneInfo mishandling of tz data",coreclr,TOPIC2
"Misleading comments in Compiler::optIsProfitableToHoistableTree",coreclr,TOPIC2
"Alternate parsers for project.json (preload package with parser and then delegate context building)",coreclr,TOPIC2
"JIT - slow generated code on Release for iterating simple array of struct",coreclr,TOPIC2
"JIT does not eliminate local variables",coreclr,TOPIC2
"Proposition: Stack bending",coreclr,TOPIC2
"Need some way for the jit to reliably identify methods across runs",coreclr,TOPIC2
"JIT alloc.h missing functionality to warn against using new and delete.",coreclr,TOPIC2
"Optimizations for the XorShift algorithm",coreclr,TOPIC2
"there seems to be a way to accelerate GC of objects with finalizer",coreclr,TOPIC2
"Consider using a buffer cache with P/Invoke",coreclr,TOPIC2
"StringBuilder should pin during P/Invoking when it has only one chunk",coreclr,TOPIC2
"Ensure inlining in cryptographic functions",coreclr,TOPIC2
"CLR/JIT should optimize "alloc temporary small object" to "alloc on stack" automatically",coreclr,TOPIC2
"Perf work around System V classification implementation.",coreclr,TOPIC2
"DateTime.ParseExact can't roundtrip kind with 'r' or 'u' formats",coreclr,TOPIC2
"Optimize shifts better",coreclr,TOPIC2
"Combine of covarince/contravariance delegates",coreclr,TOPIC2
"Add function to set rounding direction mode (fesetround)",coreclr,TOPIC2
"Performance oddity: Vector3 * Matrix3 slower than Vector4 * Matrix4",coreclr,TOPIC2
"Allow common types in attribute values (nullable, decimal)",coreclr,TOPIC2
"Add optimization to avoid copying a struct if passed by reference and there are no writes to and no reads after passed to a callee.",coreclr,TOPIC2
"Decimal as a primitive type",coreclr,TOPIC2
"RyuJIT call optimization and aggressive inlining with known generic types ",coreclr,TOPIC2
"Facilitate using CMake's standard mechanism to find CoreCLR",coreclr,TOPIC2
"Using ThreadStatic buffers in Stream.Read and WriteByte",coreclr,TOPIC2
"Use the VM APIs directly instead of popen vmmap in the PAL's EnumProcessModules ",coreclr,TOPIC2
"Vector.Dot<float> is slower than trivial product and sum implementation (with repro)",coreclr,TOPIC2
